"Sample IDs","Dilutions","Assay","Tissue","reps","mean_MPR","mean_MS","mean_TtT","mean_RAF","thres_pos"
"1901",-4,"Nano-QuIC","OBEX",4,11.3772059366577,5.06109876666667,5.09196256974365,0.198048250425553,TRUE
"1901",-4,"RT-QuIC","OBEX",4,12.4183155996502,9.55971666666667,6.22999399328718,0.168896616838134,TRUE
"1901",-3,"Nano-QuIC","OBEX",4,8.06776413405686,3.2430162,5.97298049515537,0.170723207753389,TRUE
"1901",-3,"Nano-QuIC","RAMALT",4,10.9020336253401,4.19136143333333,9.46261566276212,0.106329793513725,TRUE
"1901",-3,"Nano-QuIC","RPLN",4,9.56103068387743,3.01190456666667,13.5276707786991,0.0740292305583377,TRUE
"1901",-3,"RT-QuIC","OBEX",4,9.57654991944686,3.52975296666667,47.6414583333333,0.0284959075827994,FALSE
"1901",-3,"RT-QuIC","RAMALT",4,15.1568262557548,9.36082206666667,15.4992142246646,0.065022539499923,TRUE
"1901",-3,"RT-QuIC","RPLN",4,11.3207032946213,9.0702514,20.8631078014107,0.0481434456616118,TRUE
"1901",-2,"Nano-QuIC","RAMALT",4,5.87644666276621,2.36768436666667,24.6813341543514,0.0410171039503727,TRUE
"1901",-2,"Nano-QuIC","RPLN",4,6.89036319579398,2.4411964,20.1541310541311,0.0562991419288276,TRUE
"1901",-2,"RT-QuIC","RAMALT",4,27.7455383169838,10.1712751333333,19.5595470143534,0.0513446996159835,TRUE
"1901",-2,"RT-QuIC","RPLN",4,1.11607692520258,0.817245766666667,72,0.0138888888888889,FALSE
"1904",-4,"Nano-QuIC","OBEX",4,11.8888293508035,5.47363233333333,5.42122892030722,0.188769741914855,TRUE
"1904",-4,"RT-QuIC","OBEX",4,13.3461894281371,10.7875150666667,5.80627474350574,0.173603805981043,TRUE
"1904",-3,"Nano-QuIC","OBEX",4,10.7315844988347,3.12884716666667,7.48129561046285,0.136616317339361,TRUE
"1904",-3,"Nano-QuIC","RAMALT",4,9.52913389861766,3.8908715,7.79826573467405,0.128983574365487,TRUE
"1904",-3,"Nano-QuIC","RPLN",4,11.4897700759238,3.9520568,7.93992520326995,0.127482359766824,TRUE
"1904",-3,"RT-QuIC","OBEX",4,1.05262793635435,0.642542,72,0.0138888888888889,FALSE
"1904",-3,"RT-QuIC","RAMALT",4,13.7010932454349,8.12336916666667,14.9491106300068,0.0684067464494985,TRUE
"1904",-3,"RT-QuIC","RPLN",4,14.2747353921435,9.11579683333333,17.6877092259784,0.0573320273557009,TRUE
"1904",-2,"Nano-QuIC","RAMALT",4,8.60680640527769,2.3842394,17.0484736543733,0.0643348830382109,TRUE
"1904",-2,"Nano-QuIC","RPLN",4,11.1955681650899,2.69234643333333,11.4575245615358,0.0881716071718605,TRUE
"1904",-2,"RT-QuIC","RAMALT",4,21.7055811285661,6.6489426,27.5706291163361,0.0369330368624133,TRUE
"1904",-2,"RT-QuIC","RPLN",4,1.13643155450715,0.869832666666667,72,0.0138888888888889,FALSE
"1905",-4,"Nano-QuIC","OBEX",4,9.86508698375279,5.16201786666667,6.64523184245396,0.151154091400258,TRUE
"1905",-4,"RT-QuIC","OBEX",4,10.0090284035343,5.34654353333333,8.35041996401914,0.124546594010236,TRUE
"1905",-3,"Nano-QuIC","OBEX",4,14.2125128366019,6.05949013333333,8.32065130999403,0.121016177613814,TRUE
"1905",-3,"Nano-QuIC","RPLN",4,10.7553545864691,3.81654923333333,6.29702584844534,0.160245107000404,TRUE
"1905",-3,"RT-QuIC","OBEX",4,1.09718376597435,0.553164233333333,72,0.0138888888888889,FALSE
"1905",-3,"RT-QuIC","RPLN",4,9.62939154825992,4.89046673333333,14.9890417697135,0.0679923864640133,TRUE
"1905",-2,"Nano-QuIC","RPLN",4,11.0857505523425,3.92716163333333,11.653296045519,0.0860086506760947,TRUE
"1905",-2,"RT-QuIC","RPLN",4,22.0211183565057,11.8346527,23.84122644376,0.0444360279212124,TRUE
"1941",-4,"Nano-QuIC","OBEX",4,9.46476811880267,4.78617773333333,5.25247274740251,0.197233398408808,TRUE
"1941",-4,"RT-QuIC","OBEX",4,9.97994160670583,5.10950683333333,7.17136478072377,0.144130984002821,TRUE
"1941",-3,"Nano-QuIC","OBEX",4,8.53503045797872,3.93082323333333,4.28055566247888,0.233654942776577,TRUE
"1941",-3,"Nano-QuIC","RAMALT",4,10.2260950588528,4.009871,9.23551172857922,0.108287070945742,TRUE
"1941",-3,"Nano-QuIC","RPLN",4,10.0090234115601,3.6676835,8.33023150727836,0.12036868883329,TRUE
"1941",-3,"RT-QuIC","OBEX",4,9.218115907903,5.34898456666667,6.38443091621048,0.169112238405088,TRUE
"1941",-3,"RT-QuIC","RAMALT",4,17.2853447173915,9.28106186666667,12.3129442059204,0.081624073303961,TRUE
"1941",-3,"RT-QuIC","RPLN",4,13.3368307864143,7.5252342,13.2170063400415,0.076380826674602,TRUE
"1941",-2,"Nano-QuIC","RAMALT",4,10.6574818808198,2.85249903333333,18.8676414450399,0.0533019229016793,TRUE
"1941",-2,"Nano-QuIC","RPLN",4,7.79199977199211,2.6757198,9.82004192369518,0.102317943211879,TRUE
"1941",-2,"RT-QuIC","RAMALT",4,13.7694103928156,1.77226916666667,44.4956086096559,0.0264619623483739,TRUE
"1941",-2,"RT-QuIC","RPLN",4,18.461230130481,12.1764955,54.5159161490683,0.0218666096647902,FALSE
"1942",-4,"Nano-QuIC","OBEX",4,11.1679926668526,5.18575153333333,5.6265603100317,0.178402985170122,TRUE
"1942",-4,"RT-QuIC","OBEX",4,12.1712383158693,8.5908963,6.00050342423328,0.179280098872728,TRUE
"1942",-3,"Nano-QuIC","OBEX",4,9.50918291354037,3.94360096666667,6.43892238239611,0.155998721327943,TRUE
"1942",-3,"Nano-QuIC","RPLN",4,9.29775900450407,3.43698096666667,8.62192693901115,0.116184632854524,TRUE
"1942",-3,"RT-QuIC","OBEX",4,1.0517830737888,0.677469033333333,72,0.0138888888888889,FALSE
"1942",-3,"RT-QuIC","RPLN",4,14.143405430354,8.50415923333333,15.0423640624912,0.0667542755580233,TRUE
"1942",-2,"Nano-QuIC","RPLN",4,9.43858956327971,2.45697646666667,10.51756282174,0.102289459607457,TRUE
"1942",-2,"RT-QuIC","RPLN",4,13.3040799200973,2.02949923333333,52.6931008507621,0.0195107346589124,TRUE
"1943",-4,"Nano-QuIC","OBEX",4,10.2713068134729,5.38714283333333,5.52441672399827,0.181882062614667,TRUE
"1943",-4,"RT-QuIC","OBEX",4,9.68941638775378,5.44832936666667,7.91384219259937,0.128705830067146,TRUE
"1943",-3,"Nano-QuIC","OBEX",4,9.04382879682659,4.15394146666667,5.10390657225131,0.199247789513314,TRUE
"1943",-3,"Nano-QuIC","RAMALT",4,9.41474000402583,3.93359186666667,8.77651956231987,0.114268788669922,TRUE
"1943",-3,"Nano-QuIC","RPLN",4,11.6814756377165,3.99696403333333,8.42912467430419,0.119187796871417,TRUE
"1943",-3,"RT-QuIC","OBEX",4,12.4565765234123,4.70339306666667,4.9888925389719,0.208910711643754,TRUE
"1943",-3,"RT-QuIC","RAMALT",4,11.3496693242763,7.14676756666667,15.163556547619,0.0667144001361616,TRUE
"1943",-3,"RT-QuIC","RPLN",4,10.9760858689152,6.29276953333333,17.7518820643831,0.0568636880980021,TRUE
"1943",-2,"Nano-QuIC","RAMALT",4,2.84818219990988,2.40187166666667,25.1516025641026,0.0397983107046432,TRUE
"1943",-2,"Nano-QuIC","RPLN",4,4.49610441742146,1.620921,24.6093029953917,0.0486078431551012,TRUE
"1943",-2,"RT-QuIC","RAMALT",4,1.13988258895342,0.988514666666667,72,0.0138888888888889,FALSE
"1943",-2,"RT-QuIC","RPLN",4,1.11087964229065,0.7592577,72,0.0138888888888889,FALSE
"1944",-4,"Nano-QuIC","OBEX",4,10.6096143681092,5.13268956666667,6.22661952786794,0.160751969609109,TRUE
"1944",-4,"RT-QuIC","OBEX",4,12.7962390454491,8.2042239,7.50455599676608,0.138708714358987,TRUE
"1944",-3,"Nano-QuIC","OBEX",4,8.24502308720866,3.85448323333333,6.38882290422444,0.157737210026736,TRUE
"1944",-3,"Nano-QuIC","RAMALT",4,10.2687546923256,4.28101456666667,8.2544618749325,0.121697284077725,TRUE
"1944",-3,"Nano-QuIC","RPLN",4,10.7982413778517,4.31685716666667,6.66854800258116,0.150105409787296,TRUE
"1944",-3,"RT-QuIC","OBEX",4,15.7440045579479,8.24659433333333,12.5454971218009,0.0920469882933157,TRUE
"1944",-3,"RT-QuIC","RAMALT",4,16.3937717865939,10.3598152666667,11.4949372172723,0.0877563301358701,TRUE
"1944",-3,"RT-QuIC","RPLN",4,15.299527776624,7.4779853,15.4185640772938,0.0663842701029277,TRUE
"1944",-2,"Nano-QuIC","RAMALT",4,12.1574317832645,2.84293016666667,14.6001696035884,0.0731523531053729,TRUE
"1944",-2,"Nano-QuIC","RPLN",4,13.332569708494,4.27998533333333,11.9109969192084,0.0843555221294352,TRUE
"1944",-2,"RT-QuIC","RAMALT",4,21.4940857921822,4.6673504,22.2212521270562,0.0460503307218327,TRUE
"1944",-2,"RT-QuIC","RPLN",4,28.335738886527,13.8021465666667,15.9453257169832,0.0643521858352711,TRUE
"1945",-4,"Nano-QuIC","OBEX",4,11.6143466399625,5.19672376666667,5.80901828291181,0.172700040874316,TRUE
"1945",-4,"RT-QuIC","OBEX",4,13.7873746478854,8.8594727,7.30205683413541,0.146153636509412,TRUE
"1945",-3,"Nano-QuIC","OBEX",4,9.8725039826668,4.18073296666667,5.12633413737738,0.19533487763458,TRUE
"1945",-3,"Nano-QuIC","RAMALT",4,11.3390232543179,4.1286413,8.65284274692312,0.117302116769403,TRUE
"1945",-3,"Nano-QuIC","RPLN",4,8.87978875897565,3.3828355,8.6774878006826,0.115444412431954,TRUE
"1945",-3,"RT-QuIC","OBEX",4,29.3641205442884,25.4852184333333,7.42039506857085,0.147922958735221,TRUE
"1945",-3,"RT-QuIC","RAMALT",4,14.9688137068511,10.7860786,16.3607208404622,0.0613149297236476,TRUE
"1945",-3,"RT-QuIC","RPLN",4,12.1706435508982,6.29974273333333,12.5231826726512,0.0802077780596131,TRUE
"1945",-2,"Nano-QuIC","RAMALT",4,10.7968838745429,4.09481116666667,13.4527074950341,0.0748307351909252,TRUE
"1945",-2,"Nano-QuIC","RPLN",4,9.1652340897688,4.37083733333333,9.27719089855385,0.107966108927811,TRUE
"1945",-2,"RT-QuIC","RAMALT",4,20.7008901148416,16.7726821666667,12.779478237644,0.0840364552926347,TRUE
"1945",-2,"RT-QuIC","RPLN",4,19.909935005189,12.1386997,14.283767691348,0.0725432954119909,TRUE
"B-112",-4,"Nano-QuIC","OBEX",4,10.7582450880992,5.24155563333333,6.07020166611421,0.167575061132296,TRUE
"B-112",-4,"RT-QuIC","OBEX",4,12.9527348345563,9.00351006666667,6.00171672880448,0.172509351775893,TRUE
"B-112",-3,"Nano-QuIC","OBEX",4,10.3578092201399,5.3200349,8.24576526508291,0.12400415782329,TRUE
"B-112",-3,"Nano-QuIC","RAMALT",4,11.182557514547,4.47140416666667,9.30824794076075,0.108476210038802,TRUE
"B-112",-3,"Nano-QuIC","RPLN",4,9.43822827384152,3.2896241,9.56986162675233,0.10492568863162,TRUE
"B-112",-3,"RT-QuIC","OBEX",4,1.04928423497722,0.6673234,72,0.0138888888888889,FALSE
"B-112",-3,"RT-QuIC","RAMALT",4,15.7327520339365,11.9801377,13.1555775042075,0.0774946197707333,TRUE
"B-112",-3,"RT-QuIC","RPLN",4,13.4735650569559,8.23974996666667,17.1759802125558,0.058596142699864,TRUE
"B-112",-2,"Nano-QuIC","RAMALT",4,5.12657500572866,2.25088266666667,25.1463097848789,0.0398355009228542,TRUE
"B-112",-2,"Nano-QuIC","RPLN",4,10.2462640270599,6.02413633333333,10.3922962255387,0.0976789666763097,TRUE
"B-112",-2,"RT-QuIC","RAMALT",4,10.9413625111305,1.85382286666667,50.9125730994152,0.0237351223769961,FALSE
"B-112",-2,"RT-QuIC","RPLN",4,6.01455156094352,1.6627162,67.2176846590909,0.0150880703288151,FALSE
"B-121",-4,"Nano-QuIC","OBEX",4,10.3932741716882,4.70824383333333,6.77654856143267,0.151037666876606,TRUE
"B-121",-4,"RT-QuIC","OBEX",4,10.1137026206054,5.60815686666667,11.0533550424931,0.0907558413525776,TRUE
"B-121",-3,"Nano-QuIC","OBEX",4,9.94253747728078,4.3736829,6.37801147095951,0.160355434943142,TRUE
"B-121",-3,"Nano-QuIC","RAMALT",4,10.1526617018153,3.85275676666667,9.95034351366526,0.100978084184241,TRUE
"B-121",-3,"Nano-QuIC","RPLN",4,8.51038402413939,3.07249986666667,10.4262042206962,0.0960338779688104,TRUE
"B-121",-3,"RT-QuIC","OBEX",4,16.9440872905029,11.9542891333333,6.86333447774024,0.158004981820221,TRUE
"B-121",-3,"RT-QuIC","RAMALT",4,16.4102684377407,10.9942606,13.3675131547374,0.0753978034805061,TRUE
"B-121",-3,"RT-QuIC","RPLN",4,10.8235735207505,6.67859713333333,15.7287516840976,0.0643183761069127,TRUE
"B-121",-2,"Nano-QuIC","RAMALT",4,4.77324764206809,2.16234366666667,28.7855505952381,0.0348534956858427,TRUE
"B-121",-2,"Nano-QuIC","RPLN",4,9.78379757983724,4.9527345,11.6395196333898,0.0867638611091358,TRUE
"B-121",-2,"RT-QuIC","RAMALT",4,5.4337695808807,1.50830916666667,63.698275862069,0.0168611111111111,FALSE
"B-121",-2,"RT-QuIC","RPLN",4,1.10918596395956,0.882541933333333,72,0.0138888888888889,FALSE
"B-146",-4,"Nano-QuIC","OBEX",4,10.0836393295531,5.00920136666667,6.69549226414736,0.150896347860214,TRUE
"B-146",-4,"RT-QuIC","OBEX",4,9.445885155083,4.93435136666667,6.7723063489385,0.149311617239372,TRUE
"B-146",-3,"Nano-QuIC","OBEX",4,9.69365591612232,3.0276802,9.81933092605483,0.105036878605279,TRUE
"B-146",-3,"Nano-QuIC","RAMALT",4,11.8218917408263,4.41128336666667,8.33704047807895,0.122092651346928,TRUE
"B-146",-3,"Nano-QuIC","RPLN",4,9.51465862991815,3.12753083333333,9.65627495744569,0.104485016166855,TRUE
"B-146",-3,"RT-QuIC","OBEX",4,2.99758414571736,0.7380575,67.8962249373434,0.0148754593318138,FALSE
"B-146",-3,"RT-QuIC","RAMALT",4,17.1345020156378,13.0172751,12.79217118654,0.0786596435135418,TRUE
"B-146",-3,"RT-QuIC","RPLN",4,12.3595180607242,6.4179678,17.9251597440256,0.0566616882683766,TRUE
"B-146",-2,"Nano-QuIC","RAMALT",4,8.79435181498761,2.4596611,13.4291938545892,0.0759259126722892,TRUE
"B-146",-2,"Nano-QuIC","RPLN",4,8.58777176095908,2.1276184,16.4545765711614,0.0639172986357453,TRUE
"B-146",-2,"RT-QuIC","RAMALT",4,30.0787149521962,25.5015549,20.2177838654401,0.0514181305460014,TRUE
"B-146",-2,"RT-QuIC","RPLN",4,6.95099807223532,3.36424766666667,61.8921875,0.0183358905827229,FALSE
"B-166",-4,"Nano-QuIC","OBEX",4,11.0645357648399,5.32668326666667,6.44782929920586,0.155366878645432,TRUE
"B-166",-4,"RT-QuIC","OBEX",4,13.4242069005993,8.50484316666667,7.22065017699153,0.140997222235674,TRUE
"B-166",-3,"Nano-QuIC","OBEX",4,10.5476365163123,5.73962276666667,5.12447628624657,0.198062063308011,TRUE
"B-166",-3,"Nano-QuIC","RAMALT",4,10.6931710286135,4.15484923333333,8.56738363597596,0.116947067561919,TRUE
"B-166",-3,"Nano-QuIC","RPLN",4,8.89354714576671,3.4407899,9.32537759955915,0.107540491803158,TRUE
"B-166",-3,"RT-QuIC","OBEX",4,29.5302788529541,23.3993911,4.92455860713473,0.207822229906094,TRUE
"B-166",-3,"RT-QuIC","RAMALT",4,15.3055236631198,10.1926583666667,12.5883564695371,0.0797374796173621,TRUE
"B-166",-3,"RT-QuIC","RPLN",4,11.8253186281455,6.36559793333333,13.7049421378602,0.0739372580737625,TRUE
"B-166",-2,"Nano-QuIC","RAMALT",4,11.1007586498422,2.94222006666667,17.6466035241827,0.0587603000720964,TRUE
"B-166",-2,"Nano-QuIC","RPLN",4,14.5035457205514,12.5558124,9.16697162709902,0.11095841761538,TRUE
"B-166",-2,"RT-QuIC","RAMALT",4,14.9969863948672,1.5604797,46.1278658364557,0.0225650499275327,TRUE
"B-166",-2,"RT-QuIC","RPLN",4,21.323864593993,15.7669951666667,19.4495964495535,0.0531963346616905,TRUE
"B-167",-4,"Nano-QuIC","OBEX",4,11.0582248486857,5.8106307,5.90540071724259,0.170505668816895,TRUE
"B-167",-4,"RT-QuIC","OBEX",4,12.455223228112,9.2536137,8.85171136224783,0.12032198457323,TRUE
"B-167",-3,"Nano-QuIC","OBEX",4,10.6377159083283,5.24085173333333,5.73441884078157,0.174810300658972,TRUE
"B-167",-3,"Nano-QuIC","RAMALT",4,9.76879002108945,4.1609794,10.3517569503218,0.0966738452098059,TRUE
"B-167",-3,"Nano-QuIC","RPLN",4,10.4098475032524,3.76451893333333,7.64793051073256,0.131996614506545,TRUE
"B-167",-3,"RT-QuIC","OBEX",4,27.256359533616,20.4887293333333,6.04831757866578,0.184174850235259,TRUE
"B-167",-3,"RT-QuIC","RAMALT",4,15.1184547015111,11.0623996666667,13.3570563639575,0.0751329310165414,TRUE
"B-167",-3,"RT-QuIC","RPLN",4,9.84191967106569,5.00906173333333,17.4806020745017,0.0582052898250795,TRUE
"B-167",-2,"Nano-QuIC","RAMALT",4,5.30046211187243,2.21563633333333,28.4857007575758,0.0351131869050605,TRUE
"B-167",-2,"Nano-QuIC","RPLN",4,11.6899045565007,3.09275383333333,15.3357975500527,0.0655634323432127,TRUE
"B-167",-2,"RT-QuIC","RAMALT",4,1.17554887283965,1.20671766666667,72,0.0138888888888889,FALSE
"B-167",-2,"RT-QuIC","RPLN",4,23.1821902239585,15.6828229,33.9644362502491,0.0299359574366054,TRUE
"B-227",-4,"Nano-QuIC","OBEX",4,2.59425750833743,0.8572987,66.3560267857143,0.015474926986421,FALSE
"B-227",-4,"RT-QuIC","OBEX",4,1.24483342830429,0.569032066666667,72,0.0138888888888889,FALSE
"B-227",-3,"Nano-QuIC","OBEX",4,4.48452824413071,1.00134483333333,23.3482142857143,0.0437082420602284,TRUE
"B-227",-3,"Nano-QuIC","RAMALT",4,2.85618001809589,1.4964123,20.2834095690425,0.0493924050901505,TRUE
"B-227",-3,"Nano-QuIC","RPLN",4,3.15686652374409,1.473966,17.7292200446612,0.0567479938240976,TRUE
"B-227",-3,"RT-QuIC","OBEX",4,1.07116694705264,0.6315463,72,0.0138888888888889,FALSE
"B-227",-3,"RT-QuIC","RAMALT",4,2.64374345412652,1.14299363333333,68.6763980263158,0.0146752047553675,FALSE
"B-227",-3,"RT-QuIC","RPLN",4,1.13272329718078,0.501027,72,0.0138888888888889,FALSE
"B-227",-2,"Nano-QuIC","RAMALT",4,11.2303147829816,3.53665693333333,29.0960791925466,0.0344807392861318,TRUE
"B-227",-2,"Nano-QuIC","RPLN",4,8.01551334116645,1.9272239,22.0746195652174,0.0453521748707934,TRUE
"B-227",-2,"RT-QuIC","RAMALT",4,1.12119303321363,0.978821666666667,72,0.0138888888888889,FALSE
"B-227",-2,"RT-QuIC","RPLN",4,1.12317343808893,0.820115,72,0.0138888888888889,FALSE
"N",-3,"Nano-QuIC",NA,20,2.33327167541008,1.13674751333333,25.7275873795351,0.0401954673324906,TRUE
"N",-3,"RT-QuIC",NA,20,1.75131740325204,0.93814258,69.12425,0.0166462911824493,FALSE
"O-39",-4,"Nano-QuIC","OBEX",4,11.3632138824925,6.17292686666667,6.4250912806552,0.156726158381225,TRUE
"O-39",-4,"RT-QuIC","OBEX",4,14.3058327913911,10.0620780666667,8.78393018398761,0.116138204589145,TRUE
"O-39",-3,"Nano-QuIC","OBEX",4,11.7513314221343,5.77165726666667,5.91333030557572,0.170239947553624,TRUE
"O-39",-3,"Nano-QuIC","RAMALT",4,9.69234195688245,3.56885756666667,8.15933336673624,0.122969565678152,TRUE
"O-39",-3,"Nano-QuIC","RPLN",4,11.1171859756412,4.04923206666667,7.43000076769233,0.134993512706557,TRUE
"O-39",-3,"RT-QuIC","OBEX",4,18.4489677176768,9.99314233333333,5.14296610249193,0.207928344838543,TRUE
"O-39",-3,"RT-QuIC","RAMALT",4,10.9048382984683,6.79136626666667,17.3463795526414,0.0583886879294748,TRUE
"O-39",-3,"RT-QuIC","RPLN",4,9.9997085704958,4.8206973,18.5064681384653,0.0561930179513012,TRUE
"O-39",-2,"Nano-QuIC","RAMALT",4,9.678465463352,3.4758396,8.9320919512085,0.114266079896273,TRUE
"O-39",-2,"Nano-QuIC","RPLN",4,12.7714384136654,4.77101696666667,9.69044572075242,0.103350662042875,TRUE
"O-39",-2,"RT-QuIC","RAMALT",4,14.8995346890104,10.2560220666667,15.4448218636519,0.0665986638277835,TRUE
"O-39",-2,"RT-QuIC","RPLN",4,16.1094194573361,9.33175203333333,14.0167316331357,0.071706741327238,TRUE
"P",-3,"Nano-QuIC",NA,20,9.38096096503824,4.1969054,7.62529130688936,0.13274770306939,TRUE
"P",-3,"RT-QuIC",NA,20,7.49096665532943,3.70850128,14.0670380716916,0.0756448342317848,TRUE
"Y-16",-4,"Nano-QuIC","OBEX",4,9.68411351030792,4.6359098,9.31038886675888,0.10756202251973,TRUE
"Y-16",-4,"RT-QuIC","OBEX",4,8.3365167328151,3.81527173333333,17.5996861112972,0.0733985405687891,TRUE
"Y-16",-3,"Nano-QuIC","OBEX",4,8.91580069661704,2.84878323333333,8.07023448222338,0.128217101528142,TRUE
"Y-16",-3,"RT-QuIC","OBEX",4,19.1809222257473,14.0070759,16.5319574362415,0.0621025618327026,TRUE
"Y-18",-4,"Nano-QuIC","OBEX",4,9.66146709915599,4.78125126666667,8.19763364567501,0.123608260525845,TRUE
"Y-18",-4,"RT-QuIC","OBEX",4,13.1635678117309,9.2893569,10.2578831957614,0.111602822209689,TRUE
"Y-18",-3,"Nano-QuIC","OBEX",4,13.4296201525332,7.49677243333333,7.16101615793707,0.140918247011673,TRUE
"Y-18",-3,"Nano-QuIC","RAMALT",4,10.2208476203049,4.07116143333333,9.47325739652278,0.105976357104598,TRUE
"Y-18",-3,"Nano-QuIC","RPLN",4,11.8786565071677,3.38671696666667,9.12787815023078,0.111064056649795,TRUE
"Y-18",-3,"RT-QuIC","OBEX",4,24.4414220330837,17.2021227333333,11.0762165247261,0.104964828830869,TRUE
"Y-18",-3,"RT-QuIC","RAMALT",4,14.8913740102052,8.91751856666667,13.5414309030748,0.0744560410052859,TRUE
"Y-18",-3,"RT-QuIC","RPLN",4,9.16154144944386,4.53590063333333,20.6648624334873,0.0495842154275621,TRUE
"Y-18",-2,"Nano-QuIC","RAMALT",4,5.21255016604622,2.0899483,26.0853223066852,0.0398876826023198,TRUE
"Y-18",-2,"Nano-QuIC","RPLN",4,8.82951241648642,2.7191977,19.1544817543568,0.0551565686505125,TRUE
"Y-18",-2,"RT-QuIC","RAMALT",4,18.2815729921001,2.11841856666667,32.3833150584795,0.0321353745792161,TRUE
"Y-18",-2,"RT-QuIC","RPLN",4,1.1012370761491,0.865381,72,0.0138888888888889,FALSE
